id,open,close,high,low,volume,time
150,150.5,150.21412,150.6505,150.0639,12893,1763975039
149,150.21412,149.99516,150.36433,149.84516,7211,1763975339
148,149.99516,150.08284,150.23292,149.84516,15505,1763975639
147,150.08284,149.96724,150.23292,149.81727,19747,1763975939
146,149.96724,149.78636,150.1172,149.63657,5628,1763976239
145,149.78636,149.48911,149.93614,149.33962,19366,1763976539
144,149.48911,149.57579,149.72536,149.33962,10642,1763976839
143,149.57579,149.65476,149.80441,149.42621,5195,1763977139
142,149.65476,149.35563,149.80441,149.20628,17461,1763977439
141,149.35563,149.30863,149.50499,149.15932,13057,1763977739
140,149.30863,149.50908,149.65859,149.15932,11720,1763978039
139,149.50908,149.70656,149.85627,149.35957,10381,1763978339
138,149.70656,149.78401,149.9338,149.55685,6540,1763978639
137,149.78401,149.59074,149.9338,149.44115,9163,1763978939
136,149.59074,149.33381,149.74034,149.18447,8685,1763979239
135,149.33381,149.19293,149.48314,149.04373,11238,1763979539
134,149.19293,149.41242,149.56183,149.04373,18582,1763979839
133,149.41242,149.23357,149.56183,149.08434,5670,1763980139
132,149.23357,149.28177,149.43105,149.08434,7888,1763980439
131,149.28177,149.05977,149.43105,148.91071,9842,1763980739
130,149.05977,149.03335,149.20883,148.88432,18405,1763981039
129,149.03335,148.77114,149.18239,148.62237,13791,1763981339
128,148.77114,148.64992,148.91991,148.50127,10520,1763981639
127,148.64992,148.91203,149.06094,148.50127,8525,1763981939
126,148.91203,148.64779,149.06094,148.49914,11750,1763982239
125,148.64779,148.43066,148.79643,148.28223,14361,1763982539
124,148.43066,148.58459,148.73317,148.28223,16938,1763982839
123,148.58459,148.51767,148.73317,148.36915,7010,1763983139
122,148.51767,148.47158,148.66619,148.32311,13267,1763983439
121,148.47158,148.65976,148.80842,148.32311,12203,1763983739
120,148.65976,148.73232,148.88105,148.5111,12433,1763984039
119,148.73232,148.64381,148.88105,148.49516,15388,1763984339
118,148.64381,148.61173,148.79245,148.46311,9767,1763984639
117,148.61173,148.32923,148.76034,148.1809,17307,1763984939
116,148.32923,148.13706,148.47756,147.98893,17202,1763985239
115,148.13706,148.31965,148.46797,147.98893,15642,1763985539
114,148.31965,148.5277,148.67623,148.17133,19450,1763985839
113,148.5277,148.31949,148.67623,148.17117,5944,1763986139
112,148.31949,148.04489,148.46781,147.89685,16522,1763986439
111,148.04489,148.31875,148.46707,147.89685,10111,1763986739
110,148.31875,148.0845,148.46707,147.93641,7677,1763987039
109,148.0845,148.16384,148.31201,147.93641,11997,1763987339
108,148.16384,148.29354,148.44183,148.01568,7397,1763987639
107,148.29354,148.02761,148.44183,147.87959,5211,1763987939
106,148.02761,148.10307,148.25117,147.87959,16303,1763988239
105,148.10307,147.99255,148.25117,147.84456,12389,1763988539
104,147.99255,147.77977,148.14055,147.63199,8867,1763988839
103,147.77977,147.59343,147.92755,147.44584,19135,1763989139
102,147.59343,147.70107,147.84877,147.44584,8813,1763989439
101,147.70107,147.63435,147.84877,147.48672,9340,1763989739
100,147.63435,147.36409,147.78199,147.21672,18700,1763990039
99,147.36409,147.10197,147.51145,146.95487,11065,1763990339
98,147.10197,146.99302,147.24907,146.84603,13445,1763990639
97,146.99302,146.99837,147.14536,146.84603,5461,1763990939
96,146.99837,146.94388,147.14536,146.79693,19436,1763991239
95,146.94388,146.83107,147.09082,146.68423,13086,1763991539
94,146.83107,147.08518,147.23226,146.68423,14643,1763991839
93,147.08518,147.19395,147.34114,146.93809,19701,1763992139
92,147.19395,147.15551,147.34114,147.00836,6603,1763992439
91,147.15551,147.42552,147.57295,147.00836,11432,1763992739
90,147.42552,147.34217,147.57295,147.19482,10389,1763993039
89,147.34217,147.28579,147.48951,147.1385,12184,1763993339
88,147.28579,147.08725,147.43307,146.94017,9084,1763993639
87,147.08725,146.96215,147.23434,146.81519,7682,1763993939
86,146.96215,146.89236,147.10912,146.74546,8518,1763994239
85,146.89236,146.80378,147.03925,146.65698,18844,1763994539
84,146.80378,147.05244,147.1995,146.65698,12520,1763994839
83,147.05244,147.14561,147.29276,146.90539,10752,1763995139
82,147.14561,147.4339,147.58133,146.99847,14378,1763995439
81,147.4339,147.47464,147.62212,147.28647,19003,1763995739
80,147.47464,147.67495,147.82262,147.32717,7795,1763996039
79,147.67495,147.87553,148.0234,147.52727,17210,1763996339
78,147.87553,147.72225,148.0234,147.57453,17797,1763996639
77,147.72225,147.5673,147.86997,147.41973,10649,1763996939
76,147.5673,147.75635,147.90411,147.41973,5881,1763997239
75,147.75635,147.60258,147.90411,147.45498,16526,1763997539
74,147.60258,147.67524,147.82291,147.45498,6033,1763997839
73,147.67524,147.3848,147.82291,147.23742,19011,1763998139
72,147.3848,147.13057,147.53219,146.98344,8804,1763998439
71,147.13057,147.38551,147.5329,146.98344,17431,1763998739
70,147.38551,147.53652,147.68406,147.23813,6090,1763999039
69,147.53652,147.65927,147.80693,147.38898,10214,1763999339
68,147.65927,147.5538,147.80693,147.40625,13606,1763999639
67,147.5538,147.38164,147.70135,147.23426,9738,1763999939
66,147.38164,147.15498,147.52903,147.00783,7261,1764000239
65,147.15498,147.44761,147.59505,147.00783,8484,1764000539
64,147.44761,147.35417,147.59505,147.20681,11234,1764000839
63,147.35417,147.24528,147.50152,147.09804,9630,1764001139
62,147.24528,147.30713,147.45444,147.09804,19270,1764001439
61,147.30713,147.518,147.66551,147.15982,12121,1764001739
60,147.518,147.48137,147.66551,147.33389,15745,1764002039
59,147.48137,147.35786,147.62885,147.2105,17045,1764002339
58,147.35786,147.3918,147.53919,147.2105,16609,1764002639
57,147.3918,147.25731,147.53919,147.11005,9327,1764002939
56,147.25731,147.52678,147.6743,147.11005,8362,1764003239
55,147.52678,147.34361,147.6743,147.19627,7229,1764003539
54,147.34361,147.49839,147.64589,147.19627,11917,1764003839
53,147.49839,147.65564,147.8033,147.35089,7723,1764004139
52,147.65564,147.62194,147.8033,147.47431,14420,1764004439
51,147.62194,147.78907,147.93686,147.47431,7521,1764004739
50,147.78907,147.72207,147.93686,147.57435,11819,1764005039
49,147.72207,147.47332,147.86979,147.32585,16446,1764005339
48,147.47332,147.49895,147.64645,147.32585,17626,1764005639
47,147.49895,147.38285,147.64645,147.23547,17300,1764005939
46,147.38285,147.24275,147.53024,147.09551,10761,1764006239
45,147.24275,147.41493,147.56234,147.09551,19849,1764006539
44,147.41493,147.47356,147.62103,147.26751,10644,1764006839
43,147.47356,147.67847,147.82615,147.32608,7189,1764007139
42,147.67847,147.73519,147.88292,147.53079,14052,1764007439
41,147.73519,147.67022,147.88292,147.52255,18733,1764007739
40,147.67022,147.95038,148.09833,147.52255,9153,1764008039
39,147.95038,147.84079,148.09833,147.69295,12324,1764008339
38,147.84079,147.98714,148.13513,147.69295,6983,1764008639
37,147.98714,147.79768,148.13513,147.64988,8772,1764008939
36,147.79768,147.94593,148.09387,147.64988,18372,1764009239
35,147.94593,147.87075,148.09387,147.72288,7700,1764009539
34,147.87075,148.10412,148.25223,147.72288,6834,1764009839
33,148.10412,147.90451,148.25223,147.7566,18812,1764010139
32,147.90451,148.13558,148.28371,147.7566,5525,1764010439
31,148.13558,148.37265,148.52102,147.98744,19664,1764010739
30,148.37265,148.53923,148.68777,148.22427,10924,1764011039
29,148.53923,148.26119,148.68777,148.11293,13461,1764011339
28,148.26119,147.98132,148.40945,147.83334,9322,1764011639
27,147.98132,147.70467,148.1293,147.55697,12911,1764011939
26,147.70467,147.70477,147.85247,147.55697,18247,1764012239
25,147.70477,147.92102,148.06894,147.55706,9661,1764012539
24,147.92102,147.74878,148.06894,147.60103,10064,1764012839
23,147.74878,147.46541,147.89653,147.31794,10192,1764013139
22,147.46541,147.57177,147.71934,147.31794,19873,1764013439
21,147.57177,147.61625,147.76386,147.4242,18118,1764013739
20,147.61625,147.58828,147.76386,147.44069,19871,1764014039
19,147.58828,147.72494,147.87267,147.44069,5434,1764014339
18,147.72494,147.54382,147.87267,147.39627,16896,1764014639
17,147.54382,147.74416,147.89191,147.39627,12544,1764014939
16,147.74416,147.56157,147.89191,147.414,12290,1764015239
15,147.56157,147.69165,147.83934,147.414,14532,1764015539
14,147.69165,147.47334,147.83934,147.32587,19035,1764015839
13,147.47334,147.52903,147.67656,147.32587,5026,1764016139
12,147.52903,147.43007,147.67656,147.28264,12610,1764016439
11,147.43007,147.44251,147.58995,147.28264,5822,1764016739
10,147.44251,147.52362,147.67115,147.29507,5856,1764017039
9,147.52362,147.35497,147.67115,147.20762,12371,1764017339
8,147.35497,147.50309,147.65059,147.20762,19848,1764017639
7,147.50309,147.67875,147.82643,147.35558,5657,1764017939
6,147.67875,147.52301,147.82643,147.37549,11291,1764018239
5,147.52301,147.51401,147.67053,147.3665,18104,1764018539
4,147.51401,147.25086,147.66153,147.10361,11423,1764018839
3,147.25086,147.37721,147.52459,147.10361,12481,1764019139
2,147.37721,147.54034,147.68788,147.22983,12376,1764019439
1,147.54034,147.67194,147.81961,147.3928,15887,1764019739
