id,open,close,high,low,volume,time
150,1.27,1.26862,1.27127,1.26735,9311,1763975039
149,1.26862,1.26672,1.26989,1.26545,7722,1763975339
148,1.26672,1.265,1.26799,1.26374,11007,1763975639
147,1.265,1.26311,1.26627,1.26185,7844,1763975939
146,1.26311,1.26066,1.26437,1.2594,12513,1763976239
145,1.26066,1.25931,1.26193,1.25805,13612,1763976539
144,1.25931,1.25799,1.26057,1.25673,11070,1763976839
143,1.25799,1.25677,1.25925,1.25552,15253,1763977139
142,1.25677,1.25441,1.25803,1.25315,18713,1763977439
141,1.25441,1.25211,1.25566,1.25086,14895,1763977739
140,1.25211,1.25007,1.25336,1.24882,17443,1763978039
139,1.25007,1.24893,1.25132,1.24768,7617,1763978339
138,1.24893,1.24692,1.25018,1.24568,14549,1763978639
137,1.24692,1.24492,1.24817,1.24367,18988,1763978939
136,1.24492,1.24355,1.24616,1.24231,12098,1763979239
135,1.24355,1.24245,1.24479,1.24121,5367,1763979539
134,1.24245,1.24081,1.24369,1.23957,15795,1763979839
133,1.24081,1.2387,1.24205,1.23746,11141,1763980139
132,1.2387,1.23761,1.23994,1.23637,15941,1763980439
131,1.23761,1.2359,1.23885,1.23466,15835,1763980739
130,1.2359,1.23474,1.23714,1.2335,11682,1763981039
129,1.23474,1.23384,1.23597,1.23261,12588,1763981339
128,1.23384,1.23314,1.23507,1.2319,5447,1763981639
127,1.23314,1.23131,1.23437,1.23008,16158,1763981939
126,1.23131,1.22896,1.23254,1.22773,11333,1763982239
125,1.22896,1.22776,1.23019,1.22653,18457,1763982539
124,1.22776,1.22642,1.22899,1.2252,11662,1763982839
123,1.22642,1.22579,1.22765,1.22456,12874,1763983139
122,1.22579,1.22451,1.22702,1.22328,6447,1763983439
121,1.22451,1.22256,1.22573,1.22134,8674,1763983739
120,1.22256,1.22084,1.22379,1.21962,8840,1763984039
119,1.22084,1.21908,1.22207,1.21786,11423,1763984339
118,1.21908,1.21799,1.22029,1.21677,19593,1763984639
117,1.21799,1.21622,1.21921,1.215,13595,1763984939
116,1.21622,1.21473,1.21743,1.21352,5262,1763985239
115,1.21473,1.21304,1.21595,1.21183,12465,1763985539
114,1.21304,1.21141,1.21425,1.2102,12348,1763985839
113,1.21141,1.20973,1.21262,1.20852,10021,1763986139
112,1.20973,1.20838,1.21094,1.20717,13996,1763986439
111,1.20838,1.20758,1.20959,1.20637,7273,1763986739
110,1.20758,1.20612,1.20879,1.20491,13292,1763987039
109,1.20612,1.20459,1.20732,1.20338,14678,1763987339
108,1.20459,1.20337,1.20579,1.20217,7012,1763987639
107,1.20337,1.20224,1.20457,1.20104,12262,1763987939
106,1.20224,1.20042,1.20344,1.19922,14134,1763988239
105,1.20042,1.19947,1.20162,1.19827,8972,1763988539
104,1.19947,1.19831,1.20067,1.19711,19499,1763988839
103,1.19831,1.19735,1.1995,1.19615,5208,1763989139
102,1.19735,1.195,1.19855,1.1938,16270,1763989439
101,1.195,1.19432,1.19619,1.19313,9378,1763989739
100,1.19432,1.19233,1.19552,1.19114,10014,1763990039
99,1.19233,1.19123,1.19353,1.19004,6314,1763990339
98,1.19123,1.18966,1.19242,1.18847,19298,1763990639
97,1.18966,1.18775,1.19085,1.18656,9929,1763990939
96,1.18775,1.18653,1.18894,1.18534,10973,1763991239
95,1.18653,1.1851,1.18772,1.18391,15247,1763991539
94,1.1851,1.18283,1.18628,1.18164,5564,1763991839
93,1.18283,1.18151,1.18401,1.18033,5711,1763992139
92,1.18151,1.18087,1.18269,1.17969,6392,1763992439
91,1.18087,1.1795,1.18205,1.17832,17484,1763992739
90,1.1795,1.1776,1.18068,1.17642,18913,1763993039
89,1.1776,1.17551,1.17878,1.17434,9939,1763993339
88,1.17551,1.1738,1.17669,1.17262,13451,1763993639
87,1.1738,1.17235,1.17497,1.17118,16166,1763993939
86,1.17235,1.17078,1.17352,1.16961,6905,1763994239
85,1.17078,1.16867,1.17195,1.1675,6535,1763994539
84,1.16867,1.16639,1.16984,1.16523,10942,1763994839
83,1.16639,1.1651,1.16756,1.16394,13758,1763995139
82,1.1651,1.16405,1.16627,1.16289,18415,1763995439
81,1.16405,1.16342,1.16522,1.16225,5671,1763995739
80,1.16342,1.16225,1.16458,1.16109,12937,1763996039
79,1.16225,1.16155,1.16342,1.16039,14417,1763996339
